|descricao|ncm
70115|filtro solar tonalizante base stick fps <num> beige  <peso>|33049990
82882|l solar br vite fps<num> prot lab fps<num>|33049990
43000|dermodex prevent  <peso>|33049990
35089|cr para afinar pes  <vlm> gs|33049990
88152|lrp anthelios xl prot corpo fps <num>  <vlm>|33049990
131892|sun bloqueador  <peso>  solar avancado ultra protetor fps <num>|33049990
87313|locao solar expertise facial  <peso>  fps  <vlm> oreal un|33049990
52681|episol sec fps<num>  <peso> r|33049990
101193|perfect sun locao fluida c  base claro fps<num>  <vlm>|33049990
130934|sooth a sun mist face body  <vlm>|33049990
79916|kit dermopes   <num>   <num>|33049990
72312|gel cartilagem  <peso>  extra|33049990
140145|ultra hd found tester <num> y<num>  <vlm>|33049990
87571|loreal protetor solar locao fps <num>  <vlm>|33049990
13179|australian gold gel pos sol  <vlm>|33049990
87519|lorea f<num> facial <num>|33049990
132177|sunmax fps<num> fluid  <vlm>|33049990
106422|prot cen bronze fp<num>  <vlm>|33049990
98141|oleo bifasico paixao  <vlm>|33049990
106537|protect skin fps <vlm> <num> q<num>|33049990
3339|<peso> el massageador <num> ervas  <peso>  bioinove|33049990
104242|po compacto phtoredy medium deep|33049990
132064|sundown regular fps <num>  <vlm>  gts facial  <peso>|33049990
14693|base liq  ultra hd acrilica n  <num> escuro|33049990
11595|anthel ped fps<num>  <vlm>|33049990
132126|sunmax antidade intense f <vlm> p n|33049990
102361|perfume plus glamour lingerie sex <num>|33049990
86703|locao hidratante   frag  rosas e madressilva    <vlm>|33049990
14781|base liquida duda new rosa <num> cr|33049990
75290|hidr  corp  momen  de magia <num>|33049990
84846|lencos umid fresh n soft c <num>  remov de maquiagem  premium|33049990
96590|nivea sun protect e hidrata fps <num>  <vlm>|33049990
93334|minancora actio cr  <peso>|33049990
112915|rv base photoready spf<num> nude tester|33049990
108575|pv forever flu fps<num> <num> in<num>|33049990
52650|episol locao fps <num>  <vlm>|33049990
9297|agua de colonia simply breathless  <vlm>|33049990
132209|sunmax sensitive family  <peso>|33049990
20499|bloq solar uva fps <num>  <peso> r|33049990
69091|eucerin hyal fil dia n m  <peso>|33049990
49804|ducilamina  <peso>  lc|33049990
110762|retok legs anaconda bronzeado claro  <peso> r|33049990
112894|rv base clst normal dry skin sand beige|33049990
103325|photoage antiox fps <num>  <vlm>   l <num>|33049990
132034|sundown kids spy fps<num>  <vlm>|33049990
76877|iluminador facial   prep   pri|33049990
38609|creme hidratante umidita para pele rosto fps <num>  <vlm>|33049990
87309|locao solar expertise  <vlm>  fps  <vlm> oreal un|33049990
82871|l solar bronzage vite fps <num>  <peso>|33049990
73296|gel nocauteador  <peso>   <num> <num> fr   <num>|33049990
49890|duo cake po fac bg claro|33049990
98920|oleo wonder  <peso> r|33049990
23428|cenoubronz bloq fps <num>  <vlm>|33049990
33038|coppertone ultraguard locao fps<num>  <vlm>  gratis necessaire|33049990
103488|photoprot fps <peso> el cr  <vlm>|33049990
106546|protederme gel cr  fps <num>    <peso>|33049990
129427|solar exp k fps<num> <num>|33049990
97249|ntg prot sun fresh fps <num> corpo <num>x <vlm>|33049990
75211|hid paixao only you  <vlm>|33049990
12638|arnica amoravel extforte rollon  <peso>|33049990
87254|locao para pernas e pes|33049990
87639|loreal uv perfect hidratante p|33049990
52790|eryfotona ak nmsc fluido  <vlm>|33049990
12543|argila branca de  <peso>|33049990
52685|episol sec loc fps<num>  <peso> r|33049990
14373|base colorstay combination onlynatural beig|33049990
5092|<num> st meias brz media|33049990
69196|ever matte spf <num> <num> test|33049990
110571|repelente zaz locao  <vlm>  r<num>|33049990
14375|base colorstay makeup nnormal dry sand beige|33049990
39517|creme redyline quente    <peso> r|33049990
77592|j j bab hid tfr  <vlm>|33049990
88136|lrp anthelios xl creme fps <num>|33049990
22104|bt redux gel tensor de seios  <peso>|33049990
73565|gel umectante hyalgel  <peso>|33049990
141942|x y   creme clareador para pel|33049990
103364|photoage max fps <num>    <peso>   l <num>|33049990
52590|episol color morena fps<num>  <peso> r|33049990
72511|gel de contato  <peso>  ultrassom indafarma un|33049990
40797|dam dream gel power shock  <peso>|33049990
87619|loreal solar fac toque seco fps <num>  <peso>|33049990
134211|time balm concealer   medium|33049990
106702|protetor solar facial fps <num>    <peso>|33049990
72190|gel acid glicolico <num>   <peso>|33049990
96350|nivea f<num> <num> protec|33049990
33525|corretivo n<num> vult un|33049990
22005|bronz sundown bloq fps <num>  <vlm>  <num> un<num>un|33049990
131392|spray gel acellerador  <vlm>  clear australian gold un|33049990
82899|l genifique soleil corp spf<num>  <vlm>  test|33049990
92059|mascara mineralizante sache  <peso>    ofuro premium mediterraneo|33049990
20481|bloq sol sundown fps <peso> t pos sol|33049990
138812|tonico facial|33049990
13454|avene toque seco <num>   emulsao  <vlm>|33049990
98555|oleo excitante massageador excity me estimulante ooh sexy  <vlm>|33049990
85692|loc adst pepino  <vlm>  gs|33049990
11439|anasol prot solar facial fps <num> base escura    <vlm>|33049990
87643|loreal uv perfect uniformizante fps <num>  <vlm>|33049990
84808|lenco fresh n rem maq p  nor mis <num> kard|33049990
11624|anthelios ae serum fps<num>  <vlm>|33049990
14785|base liquida eliana <num> un <num> un|33049990
95740|neut d clean lc rem maq <vlm>|33049990
105950|profuse ensolei emulsao uniform fps <num>  <peso>|33049990
72461|gel crioterapico crio redux <num>kg|33049990
39065|creme p pes nutryderm  <peso>  com ureia e silicone nutrydrat un|33049990
33355|corretivo bastao   <num>   bege escuro|33049990
14324|base bisnaga matte hd n  <num> escura|33049990
87285|locao rachadex   lote  <num>|33049990
20279|blocskin men fps <num>  <peso>|33049990
109431|reative c stick|33049990
18329|bc make up base cremosa marrom medio <num> bl|33049990
133348|test concealer hd <num>  <vlm>  n<num>|33049990
87125|locao hidratante ureia <num>   <vlm>|33049990
56481|esfol asepxia antiacne  <vlm>|33049990
34868|cr muriel p  assad baby menino bisn  <peso>|33049990
56519|esfoliante corporal linha vida    <peso>|33049990
94594|monster high kit maquiagem monsters kmc<num>|33049990
56494|esfol fac asepxia <num>m|33049990
103307|photoage antiox color fps <num>    <peso>   l <num>|33049990
95973|neutrogena fps<num>  <vlm>|33049990
23688|cetaphil gald restorad  <vlm>|33049990
85227|ling <num> flui fdt <num> test bei c|33049990
98845|oleo rosa mosqueta  <vlm>|33049990
13028|aspa nylons maq pernas medium glow  <vlm>|33049990
106228|prot para tatuagem aao fps<num>|33049990
13263|avene autobronzeador r <num>|33049990
13954|balsamo de lavanda|33049990
20519|bloqueador facial  <peso>  fps <num> cenoura bronze un|33049990
23694|cetaphil hd facial<num>|33049990
87620|loreal solar fac toque seco fps <num>  <peso>|33049990
73152|gel massageador canforado alecrim e andiroba   lote  <num>|33049990
19432|bio shape gel crioterapico  <vlm>|33049990
128611|smoothing primer tester  <vlm>|33049990
75570|hidrat lactato amonio  <peso>  c<num>|33049990
50096|eau micellaire perle e camelia de beaute micellar beauty water  <vlm>|33049990
96021|neutrogena sun fresh fps <num> corpo  <vlm>|33049990
131919|sunderm protetor solar gel cre|33049990
12880|asepxia maq liq  bege|33049990
87111|locao hidratante softlotion  <vlm>  lavanda e camomila johnson un|33049990
82095|kit terrap castanha cart cx<num>|33049990
71580|fotoprotecao po compacto tonalizante fps <num> translucido  <peso> r|33049990
9076|ag termal aven <num>m spr|33049990
85256|ling <num> flui fdt <num>n test med|33049990
79380|kit c b fps<num>  <vlm>  kids fps<num>  <vlm>  <num>cj|33049990
132181|sunmax fps<num> antidade fluid lc <vlm>|33049990
103312|photoage antiox color fps <num>    <vlm>   l <num>|33049990
117062|sabonete cremoso hidratante  <vlm>|33049990
132024|sundown kids c uva fps <num>  <vlm>|33049990
97468|nutraplus  <vlm> ocao fr  <vlm>|33049990
85255|ling <num> flui fdt <num>w test nw|33049990
131692|stick anti cernes <num> tester|33049990
41399|demaquilante phebo  <vlm>  cx<num>|33049990
73553|gel tonalizante mocha|33049990
77514|isdin ultra color fps<num>  <peso> r|33049990
96572|nivea sun protect e bronze fps <num>  <vlm>|33049990
98804|oleo para pernas doutorzinho  <vlm>|33049990
20394|bloq sol dauf fps<num>  <vlm>|33049990
22370|c b prot facial fps<num> <num>x <peso>|33049990
19444|bio v new active creme fisiolo|33049990
96571|nivea sun prot l f fps<num>  <vlm>|33049990
10546|amostra base ct <num>|33049990
95971|neutrogena fps <num> <num>|33049990
2350|<num>rot solar fps <num> red apple <num>x <vlm>|33049990
13806|babyneo prevent  <peso>  creme dermatologico|33049990
140127|ultra hd conceal  test  <vlm>  y<num>|33049990
105530|prep prime creme iluminador fa|33049990
87283|locao rachadex   lote  <num>|33049990
87591|loreal revitalift creme noturno  <peso>|33049990
107405|prov corretivo facial vult <num> cr|33049990
41339|demaquilante area dos olhos|33049990
140864|vem beijar morango   aromatizante bucal  <vlm>|33049990
106806|protetor solar tonalizante fps <num> bege escuro  <peso>    lote  <num> <num>|33049990
105945|profuse clair gel creme clareador  <peso>|33049990
48335|diorskin forever <num> sample|33049990
13673|b boat locao u defense fps <num>|33049990
107916|provador corretivo archy <num>|33049990
13428|avene solar locao mineral fps <num>  <vlm>|33049990
131920|sunderm protetor solar gel creme fps <num>  <peso>|33049990
93203|melora c creme espuma fps<num>|33049990
96377|nivea fp<num> protect <num>|33049990
73397|gel pos sol  <vlm>|33049990
41368|demaquilante ef oil free intensive skin care  <vlm>|33049990
87515|lorea f<num> <num>|33049990
18116|baume beaute eclair  <vlm>  test|33049990
52641|episol homem fps <num>  <peso>|33049990
93370|mineralize spf <num> foundation n|33049990
33474|corretivo facial vult cor <num>|33049990
69094|eucerin hyal filler olhos  <vlm>|33049990
112462|roc minesol oil control fps <num>  <peso>  gts roc c sup|33049990
17703|batom ultra hidrat fps<num>   <peso>  lazy    l <num>|33049990
11437|anasol prot  solar facial fps <num> base clara    <peso>|33049990
109283|rainha solar   locao bronzeadora fps <num>  <peso>|33049990
84883|lh dove  <vlm>  nutricao go fresh|33049990
38782|creme nutritivo  <peso>  beterraba indafarma un|33049990
94826|mr light stylon<num> tester|33049990
112477|roc oc fps<num>pur  <peso>|33049990
88047|lrp anthel ac fluide fp<num>  <vlm>|33049990
38207|creme esfoliante facial com bambu ciclos peeling    <peso>|33049990
107214|prov  primer facial iluminador|33049990
3798|<num>   tester foot care   locao esfoliante p  pes    <vlm>|33049990
132949|teint compact haute tenue <num> wheat test|33049990
132086|sundown sport fp<num> <num>|33049990
39234|creme para massagem corporal drain slim <num>kg|33049990
119335|sch photoage antiox color fps <num>   <peso>   l <num>|33049990
8445|actine fps<num>sab  <vlm>|33049990
69311|extrato de allium sativum  <vlm>|33049990
52618|episol fps  <vlm> ocao  <peso>|33049990
17718|batom ultra hidrat fps<num>   <peso>  naive    l <num>a|33049990
52127|endocare day  <vlm>|33049990
97253|ntg sun fresh fps <num> corpo <num>x <vlm>|33049990
109510|red apple bronz  canela  <vlm>|33049990
104498|po descolorante  <peso>|33049990
138238|tj baby creme ctr assadura  <peso>  caixa c <num>  <num>|33049990
22398|c b prot solar facial fps<num> <num>x <peso>  bisn|33049990
71589|fotoprotector isdin fusion fluid <num> color  <vlm>|33049990
20402|bloq sol expertise fac fps<num>  <peso>|33049990
43294|dersani fr plast  <vlm>|33049990
110736|retinage plus rosto gel creme  <peso>|33049990
33458|corretivo facial ref  <num> marchetti un|33049990
70141|filtrum fps<num>  <peso> r|33049990
69029|eucerin aquaporin active olhos  <vlm>|33049990
73302|gel nocauteador luva  <peso>    lote  <num>|33049990
106254|prot sol exp  <vlm>  fps <vlm> ocao e|33049990
131393|spray gel acellerador  <vlm>  instant bronzer australian gold un|33049990
50242|eclat matissime <num>  <vlm>|33049990
131179|spectraban t base fluida trans  <peso>|33049990
12348|ar maquiagem   base facial hd medio|33049990
8544|ad base liq high definittion tester|33049990
11592|anthel fps<num> cr color|33049990
98077|oleo gel flor de aloe lote <num>|33049990
131945|sundow f<num> <num> kid|33049990
131390|spray fixador de maquiagem  <vlm>   <num>|33049990
98840|oleo relaxante para pernas defatigant multi    <vlm>|33049990
108336|pv bandeja blush rose chaud|33049990
88113|lrp anthelios couvrante <num> claire|33049990
132092|sundown spray pele molhada fps <num>  <vlm>|33049990
14736|base liquida anti acne fresh s|33049990
103197|phaseblock creme fps <num>    <peso>|33049990
77503|isdin fusion fluid fps<num>  color <vlm>|33049990
131965|sundown facial seco fps <num>  <peso>|33049990
68348|essencele anti idade noit  <peso>|33049990
38228|creme exfoliante doux lotion clarte  <vlm>|33049990
119360|sch regenerage face        <peso>   l <num>|33049990
80766|kit mant esf castanha <num>x <peso>  cx<num>|33049990
75421|hidradeep prof loc oil c   <vlm>|33049990
9692|aloe vera fortifier gel    <peso>|33049990
88421|lubrificante int durex aloe <num>em<num>  <vlm>|33049990
88099|lrp anthelios ae fps <peso> el cr  <vlm>|33049990
85324|lip ice morango fps<num>|33049990
85250|ling <num> flui fdt <num>n test v|33049990
37397|creme barbatimao   aroeira  <peso> r|33049990
14402|base cremosa para preparacao f|33049990
107401|prov corretivo facial duda pote rosa <num> cr|33049990
131201|spectraban t fluida b c fps <num>  <peso> r|33049990
43161|dermotivin foam sab liq  <vlm>|33049990
131701|stick iluminador multi effect payot  <peso>|33049990
98621|oleo jej hora sono  <vlm>|33049990
90357|manteiga ylang ylang terrapeutics  <peso> r|33049990
33406|corretivo facial bg claro prv|33049990
132141|sunmax color sense bege claro  <peso>|33049990
20450|bloq sol nivea pbronzfps <peso> t nece|33049990
52605|episol fluido fps<num>|33049990
109254|radiant primer peach test  <vlm>|33049990
95527|needs past d agua  <peso>|33049990
15006|base oil free fps <num>       <vlm>   bege claro   l <num>|33049990
86119|locao bloq kids fps<num>  <vlm>|33049990
106629|protetor labial laby fps <num>|33049990
94827|mr radiant miniatura  <vlm>|33049990
106447|prot exp loreal fac fp<num>  <peso> r|33049990
51547|elemental emulsion   provador emulsao elementar  <vlm>|33049990
14909|base liquida vidro fps <num> claro|33049990
95538|needs pr lab ment <num>  <peso>|33049990
131235|spicy love chocolate c  pimenta  <vlm>|33049990
20485|bloq sol sundown fps<num>  <vlm> gtfac|33049990
17677|batom ultra hidrat fps<num>   <peso>  chic  l <num>a|33049990
38265|creme facial hidratante fps <num> arl dia|33049990
105943|profuse agua dermatologica  <vlm>|33049990
106377|prot solar gold kids fps<num>  <vlm>|33049990
129481|solar pr fps<num>  <vlm>|33049990
94934|must pr inf fps<num>  <vlm>|33049990
36931|cr ureia ol semente uva  <peso>|33049990
40465|cuticreme f flor <peso>|33049990
86358|locao h johnsons  <vlm>  baby milk nutritivo|33049990
134217|time balm foundation   light medium|33049990
82883|l solar br vite fps<num>prot lab fps<num>|33049990
106270|prot sol neutrog sunfreshfps <vlm>|33049990
76589|hydraquench cream gel  <vlm>  tester|33049990
72654|gel esfoliante barbear  <vlm>  c<num>|33049990
22351|c b kids prot spray fps<num> <num>x <vlm>  camb|33049990
106804|protetor solar tonalizante bege medio  <peso>  la vertuan|33049990
14175|barbie vintage base mousse bege tropical bml<num>|33049990
131186|spectraban t color base fluida bege extra claro  <peso>|33049990
75356|hidracare pele oleosa fps <num>    <peso>   l <num>|33049990
10662|amostra filtro solar fps<num> fluid peles oleosas  <vlm>  c  <num> un|33049990
33640|cover block fps<num>   cor c     <peso>   l <num>|33049990
108406|pv blush colors up extase  <peso>|33049990
94544|monodose filtro solar fluid fps<num>  <vlm>  c  <num>un|33049990
113332|rv photoready mousse make up medium beig|33049990
96032|neutrogena sun fresh fps<num>  <vlm> p n|33049990
24647|cicatricure contorno olhos cr  <peso>|33049990
85243|ling <num>pdr <num> test beigeclair|33049990
109329|rays masque mascara plastica  <vlm>|33049990
139957|turma da monica gel pos sol  <vlm>|33049990
87271|locao pre depilatoria  <vlm>  hortela depi roll cx|33049990
22289|c b ef dour fps<num>  <vlm>|33049990
103378|photoage mineral fluido fps <num>    <vlm>   l <num>|33049990
93160|meias de silicone  <peso>  tot  tributos r  <num> <num> federal r  <num> <num> estadual|33049990
92735|max creme glicerinado  <peso>  tot  tributos r  <num> <num> federal r  <num> <num> estadual|33049990
96029|neutrogena sun fresh fps <num> corpo  <vlm>|33049990
73530|gel td azul  <peso>|33049990
49782|dskin nude creme gel makeup <num>|33049990
